image_id,manufacturer,family,variant
0967849,Saab,Saab 2000,Saab 2000
0967855,Boeing,Boeing 767,767-300
0967862,Boeing,Boeing 747,747-400
0967960,ATR,ATR-42,ATR-42
0968259,Airbus,A340,A340-500
0968445,McDonnell Douglas,MD-11,MD-11
0968446,McDonnell Douglas,DC-10,DC-10
0968748,Yakovlev,Yak-42,Yak-42
0972415,Embraer,Embraer E-Jet,E-170
0972487,Boeing,Boeing 737,737-400
0973041,Airbus,A340,A340-300
0973082,Boeing,Boeing 737,737-400
0973085,Saab,Saab 2000,Saab 2000
0973091,Boeing,Boeing 737,737-600
0973098,Boeing,Boeing 757,757-200
0973100,Dassault Aviation,Falcon 900,Falcon 900
0973103,Canadair,CRJ-200,CRJ-200
0973105,Saab,Saab 340,Saab 340
0973158,Fokker,Fokker 70,Fokker 70
0973160,Yakovlev,Yak-42,Yak-42
0973162,Embraer,Embraer Legacy 600,Embraer Legacy 600
0973166,Fokker,Fokker 70,Fokker 70
0973167,Boeing,Boeing 737,737-800
0973255,Ilyushin,Il-76,Il-76
0973256,Tupolev,Tu-154,Tu-154
0973263,Boeing,Boeing 747,747-400
0973264,ATR,ATR-72,ATR-72
0973290,Airbus,A320,A320
0973382,Dassault Aviation,Falcon 2000,Falcon 2000
0973383,Airbus,A320,A319
0974301,Airbus,A330,A330-200
0974359,Tupolev,Tu-134,Tu-134
0974653,Cessna,Cessna 172,Cessna 172
0974654,Cessna,Cessna 172,Cessna 172
0974733,McDonnell Douglas,DC-9,DC-9-30
0974734,Boeing,Boeing 737,737-500
0975821,Fairchild,Metroliner,Metroliner
0975823,Canadair,CRJ-200,CRJ-200
0975825,Douglas Aircraft Company,C-47,C-47
0975826,Fairchild,Metroliner,Metroliner
0975833,Embraer,Embraer ERJ 145,ERJ 135
0977012,Saab,Saab 340,Saab 340
0977239,Embraer,EMB-120,EMB-120
0977245,Saab,Saab 340,Saab 340
0977247,Fairchild,Metroliner,Metroliner
0977248,Canadair,CRJ-200,CRJ-200
0977264,McDonnell Douglas,MD-90,MD-90
0977265,ATR,ATR-42,ATR-42
0977267,McDonnell Douglas,MD-90,MD-90
0977324,Airbus,A380,A380
0977327,British Aerospace,BAE 146,BAE 146-200
0977330,Boeing,Boeing 737,737-500
0977335,Fokker,Fokker 100,Fokker 100
0977340,McDonnell Douglas,MD-80,MD-87
0977345,Embraer,EMB-120,EMB-120
0977347,Boeing,Boeing 757,757-300
0977350,Boeing,Boeing 737,737-800
0977357,ATR,ATR-42,ATR-42
0977358,de Havilland,Dash 8,DHC-8-300
0977515,Airbus,A330,A330-200
0977899,Gulfstream Aerospace,Gulfstream,Gulfstream IV
0977928,Lockheed Corporation,C-130,C-130
0978113,Lockheed Corporation,C-130,C-130
0978114,Panavia,Tornado,Tornado
0978286,Airbus,A310,A310
0978484,Airbus,A340,A340-600
0978502,McDonnell Douglas,DC-9,DC-9-30
0978815,Antonov,An-12,An-12
0979376,Boeing,Boeing 707,707-320
0979377,Boeing,Boeing 707,707-320
0979466,Canadair,Challenger 600,Challenger 600
0979470,Boeing,Boeing 737,737-200
0979472,McDonnell Douglas,MD-80,MD-80
0979579,McDonnell Douglas,MD-90,MD-90
0979582,Embraer,Embraer Legacy 600,Embraer Legacy 600
0979612,Cessna,Cessna 208,Cessna 208
0979614,Fokker,Fokker 50,Fokker 50
0979615,Tupolev,Tu-154,Tu-154
0979622,Fairchild,Metroliner,Metroliner
0979624,Airbus,A320,A319
0979639,British Aerospace,BAE 146,BAE 146-200
0979645,de Havilland,Dash 8,DHC-8-300
0979648,McDonnell Douglas,MD-80,MD-80
0979649,Cessna,Cessna 208,Cessna 208
0979652,Embraer,EMB-120,EMB-120
0979658,Saab,Saab 340,Saab 340
0979659,British Aerospace,BAE 146,BAE 146-200
0979665,Boeing,Boeing 737,737-400
0979868,Ilyushin,Il-76,Il-76
0979923,Douglas Aircraft Company,DC-3,DC-3
0979926,Ilyushin,Il-76,Il-76
0980092,McDonnell Douglas,MD-11,MD-11
0980094,Boeing,Boeing 747,747-300
0980191,Boeing,Boeing 747,747-300
0980196,Boeing,Boeing 727,727-200
0980197,McDonnell Douglas,MD-11,MD-11
0980397,Fokker,Fokker 100,Fokker 100
0980549,Boeing,Boeing 747,747-100
0980556,McDonnell Douglas,MD-11,MD-11
0980635,Airbus,A330,A330-300
0981290,de Havilland,DHC-1,DHC-1
0981301,Boeing,Boeing 737,737-200
0981462,Boeing,Boeing 747,747-300
0981533,Boeing,Boeing 767,767-400
0981955,Boeing,Boeing 767,767-400
0983420,Tupolev,Tu-154,Tu-154
0983542,Boeing,Boeing 747,747-300
0983618,Boeing,Boeing 727,727-200
0983934,Boeing,Boeing 747,747-400
0984284,de Havilland,DH-82,DH-82
0984407,McDonnell Douglas,MD-80,MD-87
0984408,Bombardier Aerospace,Global Express,Global Express
0984409,Boeing,Boeing 737,737-700
0984875,Lockheed Corporation,L-1011,L-1011
0984879,Tupolev,Tu-154,Tu-154
0984996,Fairchild,Metroliner,Metroliner
0985290,Boeing,Boeing 767,767-400
0985372,de Havilland,DH-82,DH-82
0985425,Boeing,Boeing 767,767-300
0985695,Embraer,Embraer Legacy 600,Embraer Legacy 600
0985788,Lockheed Corporation,L-1011,L-1011
0985789,McDonnell Douglas,DC-10,DC-10
0985968,Boeing,Boeing 757,757-300
0986161,Boeing,Boeing 737,737-300
0986170,Airbus,A340,A340-500
0986465,Panavia,Tornado,Tornado
0986593,Boeing,Boeing 717,Boeing 717
0987259,Antonov,An-12,An-12
0987261,Boeing,Boeing 707,707-320
0987619,Boeing,Boeing 737,737-400
0987741,Douglas Aircraft Company,DC-8,DC-8
0987802,Boeing,Boeing 737,737-900
0988091,Airbus,A320,A319
0988468,Boeing,Boeing 737,737-800
0988536,Tupolev,Tu-134,Tu-134
0988559,Canadair,CRJ-700,CRJ-700
0988938,Boeing,Boeing 767,767-300
0988940,Antonov,An-12,An-12
0988944,Boeing,Boeing 737,737-400
0988971,Canadair,Challenger 600,Challenger 600
0989090,Douglas Aircraft Company,DC-8,DC-8
0989093,Douglas Aircraft Company,DC-6,DC-6
0989278,Tupolev,Tu-154,Tu-154
0989281,Boeing,Boeing 747,747-400
0989702,Fokker,Fokker 70,Fokker 70
0989831,Boeing,Boeing 747,747-200
0989834,Boeing,Boeing 747,747-100
0990061,Dassault Aviation,Falcon 2000,Falcon 2000
0990829,Boeing,Boeing 757,757-200
0991569,Boeing,Boeing 707,707-320
0992232,British Aerospace,BAE 146,BAE 146-200
0992259,Canadair,Challenger 600,Challenger 600
0993061,Boeing,Boeing 747,747-100
0993066,Ilyushin,Il-76,Il-76
0993482,Embraer,Embraer ERJ 145,ERJ 135
0993489,McDonnell Douglas,DC-10,DC-10
0993510,Embraer,Embraer Legacy 600,Embraer Legacy 600
0993942,Tupolev,Tu-134,Tu-134
0993945,Boeing,Boeing 747,747-200
0993951,Douglas Aircraft Company,DC-8,DC-8
0994751,Gulfstream Aerospace,Gulfstream,Gulfstream IV
0994752,Dassault Aviation,Falcon 2000,Falcon 2000
0994754,Airbus,A310,A310
0994960,Boeing,Boeing 727,727-200
0994986,Boeing,Boeing 727,727-200
0995278,de Havilland,DHC-6,DHC-6
0995282,Bombardier Aerospace,Global Express,Global Express
0995286,Boeing,Boeing 727,727-200
0995290,Airbus,A340,A340-200
0995387,Yakovlev,Yak-42,Yak-42
0995392,ATR,ATR-42,ATR-42
0995399,Cessna,Cessna 208,Cessna 208
0995410,Airbus,A300,A300B4
0995426,Fokker,Fokker 100,Fokker 100
0995429,Airbus,A310,A310
0996087,Airbus,A340,A340-300
0996336,McDonnell Douglas,DC-9,DC-9-30
0996406,McDonnell Douglas,MD-80,MD-87
0996410,Airbus,A340,A340-500
0996414,Fairchild,Metroliner,Metroliner
0996453,Airbus,A340,A340-500
0996456,Embraer,EMB-120,EMB-120
0996523,Canadair,CRJ-200,CRJ-200
0996526,Canadair,CRJ-200,CRJ-200
0996579,Airbus,A340,A340-200
0996666,Piper,PA-28,PA-28
0996668,Embraer,Embraer E-Jet,E-170
0996676,McDonnell Douglas,MD-11,MD-11
0996983,Canadair,CRJ-700,CRJ-700
0996985,British Aerospace,BAE-125,BAE-125
0997581,Dornier,Dornier 328,Dornier 328
0998786,Embraer,Embraer E-Jet,E-170
0998884,Canadair,CRJ-700,CRJ-700
0999159,Embraer,EMB-120,EMB-120
1000013,Yakovlev,Yak-42,Yak-42
1000026,Dornier,Dornier 328,Dornier 328
1000027,Fokker,Fokker 70,Fokker 70
1000036,Airbus,A340,A340-600
1000039,Yakovlev,Yak-42,Yak-42
1000045,Airbus,A320,A321
1000048,Douglas Aircraft Company,DC-8,DC-8
1000107,Boeing,Boeing 717,Boeing 717
1000413,Boeing,Boeing 757,757-200
1001620,Boeing,Boeing 737,737-900
1001728,Ilyushin,Il-76,Il-76
1001809,de Havilland,DH-82,DH-82
1001811,Airbus,A320,A320
1001812,Robin,DR-400,DR-400
1001818,Canadair,CRJ-700,CRJ-700
1001821,de Havilland,DH-82,DH-82
1001973,British Aerospace,BAE-125,BAE-125
1002202,Ilyushin,Il-76,Il-76
1002382,McDonnell Douglas,DC-9,DC-9-30
1002385,Douglas Aircraft Company,C-47,C-47
1002431,Douglas Aircraft Company,DC-8,DC-8
1002439,Boeing,Boeing 707,707-320
1002458,Douglas Aircraft Company,DC-3,DC-3
1002746,Douglas Aircraft Company,DC-3,DC-3
1002747,Lockheed Corporation,L-1011,L-1011
1002749,McDonnell Douglas,DC-10,DC-10
1003022,Bombardier Aerospace,Global Express,Global Express
1003141,de Havilland,Dash 8,DHC-8-100
1003143,Airbus,A320,A319
1003826,Embraer,Embraer E-Jet,E-170
1004164,Airbus,A300,A300B4
1004662,McDonnell Douglas,MD-80,MD-87
1004738,Bombardier Aerospace,Global Express,Global Express
1004743,Boeing,Boeing 767,767-200
1004797,Boeing,Boeing 757,757-300
1004799,Yakovlev,Yak-42,Yak-42
1004908,Embraer,EMB-120,EMB-120
1004940,Airbus,A320,A321
1004978,ATR,ATR-72,ATR-72
1006793,Boeing,Boeing 767,767-400
1006795,British Aerospace,BAE-125,BAE-125
1007850,Fokker,Fokker 70,Fokker 70
1008043,Airbus,A340,A340-600
1008176,British Aerospace,BAE 146,BAE 146-300
1008426,Airbus,A320,A320
1008467,de Havilland,DHC-6,DHC-6
1008569,Gulfstream Aerospace,Gulfstream,Gulfstream V
1008572,Antonov,An-12,An-12
1008573,Ilyushin,Il-76,Il-76
1008575,Boeing,Boeing 707,707-320
1008788,Saab,Saab 340,Saab 340
1008872,Boeing,Boeing 747,747-100
1008901,Douglas Aircraft Company,DC-8,DC-8
1008903,Embraer,Embraer E-Jet,E-170
1009031,Boeing,Boeing 747,747-100
1009039,Airbus,A340,A340-600
1009081,de Havilland,DHC-6,DHC-6
1009344,Beechcraft,King Air,Model B200
1009765,Boeing,Boeing 747,747-100
1009831,Boeing,Boeing 707,707-320
1010412,Piper,PA-28,PA-28
1010452,Douglas Aircraft Company,C-47,C-47
1010683,Lockheed Corporation,L-1011,L-1011
1011181,Douglas Aircraft Company,DC-8,DC-8
1012153,Fokker,Fokker 100,Fokker 100
1013061,Dassault Aviation,Falcon 2000,Falcon 2000
1013082,Boeing,Boeing 747,747-100
1013358,Airbus,A310,A310
1013519,Airbus,A300,A300B4
1013524,McDonnell Douglas,DC-10,DC-10
1013534,Boeing,Boeing 747,747-100
1013667,Airbus,A340,A340-500
1014103,Boeing,Boeing 747,747-100
1014104,Douglas Aircraft Company,DC-8,DC-8
1014303,Embraer,Embraer ERJ 145,ERJ 145
1014304,Saab,Saab 2000,Saab 2000
1014363,British Aerospace,BAE-125,BAE-125
1014374,Boeing,Boeing 777,777-200
1014380,McDonnell Douglas,MD-80,MD-87
1014414,Fokker,Fokker 100,Fokker 100
1015040,Canadair,CRJ-200,CRJ-200
1016538,Boeing,Boeing 737,737-900
1016570,Boeing,Boeing 737,737-800
1016726,Boeing,Boeing 737,737-600
1017178,Lockheed Corporation,C-130,C-130
1017179,Boeing,Boeing 707,707-320
1017202,McDonnell Douglas,DC-10,DC-10
1017287,Boeing,Boeing 737,737-400
1017288,Boeing,Boeing 757,757-300
1017290,Airbus,A330,A330-200
1017404,McDonnell Douglas,DC-9,DC-9-30
1017406,Douglas Aircraft Company,DC-8,DC-8
1017808,ATR,ATR-72,ATR-72
1017810,Boeing,Boeing 757,757-200
1017912,Panavia,Tornado,Tornado
1017972,Cessna,Cessna 208,Cessna 208
1017974,Cessna,Cessna Citation,Cessna 560
1018460,Beechcraft,King Air,Model B200
1018463,Boeing,Boeing 747,747-400
1018464,Beechcraft,Beechcraft 1900,Beechcraft 1900
1018466,Boeing,Boeing 757,757-200
1018467,ATR,ATR-42,ATR-42
1018861,Beechcraft,Beechcraft 1900,Beechcraft 1900
1018862,Boeing,Boeing 737,737-900
1018873,Boeing,Boeing 767,767-300
1018875,Airbus,A320,A319
1018931,Douglas Aircraft Company,DC-8,DC-8
1018933,Embraer,Embraer E-Jet,E-190
1018935,Boeing,Boeing 737,737-300
1018992,Antonov,An-12,An-12
1019011,Boeing,Boeing 727,727-200
1019107,Airbus,A320,A321
1019430,de Havilland,DH-82,DH-82
1020536,Cessna,Cessna Citation,Cessna 560
1021870,Piper,PA-28,PA-28
1022382,Boeing,Boeing 717,Boeing 717
1022616,ATR,ATR-72,ATR-72
1023003,Douglas Aircraft Company,C-47,C-47
1023005,Canadair,Challenger 600,Challenger 600
1023006,de Havilland,Dash 8,DHC-8-100
1023007,de Havilland,DHC-6,DHC-6
1023312,ATR,ATR-42,ATR-42
1024161,Dassault Aviation,Falcon 2000,Falcon 2000
1025167,British Aerospace,BAE-125,BAE-125
1025168,Embraer,Embraer ERJ 145,ERJ 135
1025582,Bombardier Aerospace,Global Express,Global Express
1025794,Boeing,Boeing 707,707-320
1026075,Fairchild,Metroliner,Metroliner
1026133,Yakovlev,Yak-42,Yak-42
1026363,Boeing,Boeing 757,757-200
1026502,Dassault Aviation,Falcon 900,Falcon 900
1026503,Dassault Aviation,Falcon 2000,Falcon 2000
1026571,Fairchild,Metroliner,Metroliner
1026714,Saab,Saab 2000,Saab 2000
1026719,McDonnell Douglas,MD-80,MD-87
1027002,Boeing,Boeing 767,767-400
1027346,Yakovlev,Yak-42,Yak-42
1027348,Gulfstream Aerospace,Gulfstream,Gulfstream V
1027362,Airbus,A310,A310
1027524,Embraer,Embraer E-Jet,E-170
1027525,Beechcraft,King Air,Model B200
1027573,Airbus,A330,A330-300
1028093,Bombardier Aerospace,Global Express,Global Express
1028184,Douglas Aircraft Company,C-47,C-47
1028187,Boeing,Boeing 747,747-100
1028490,Cessna,Cessna 172,Cessna 172
1028704,de Havilland,Dash 8,DHC-8-100
1028854,Canadair,Challenger 600,Challenger 600
1028934,Fairchild,Metroliner,Metroliner
1030259,British Aerospace,BAE-125,BAE-125
1030324,Gulfstream Aerospace,Gulfstream,Gulfstream IV
1030353,Embraer,Embraer Legacy 600,Embraer Legacy 600
1031438,Boeing,Boeing 747,747-200
1031442,Douglas Aircraft Company,C-47,C-47
1031443,Douglas Aircraft Company,DC-3,DC-3
1031445,Boeing,Boeing 767,767-400
1031451,Airbus,A320,A319
1031454,Boeing,Boeing 767,767-200
1031455,de Havilland,Dash 8,DHC-8-100
1031457,Cessna,Cessna 208,Cessna 208
1031458,Fairchild,Metroliner,Metroliner
1031460,Beechcraft,Beechcraft 1900,Beechcraft 1900
1031465,McDonnell Douglas,MD-11,MD-11
1031472,Embraer,EMB-120,EMB-120
1031474,McDonnell Douglas,DC-10,DC-10
1031476,Airbus,A300,A300B4
1031497,Boeing,Boeing 757,757-200
1031498,de Havilland,Dash 8,DHC-8-100
1031503,Cessna,Cessna 208,Cessna 208
1031522,de Havilland,Dash 8,DHC-8-100
1031523,Embraer,Embraer E-Jet,E-190
1031647,Dassault Aviation,Falcon 900,Falcon 900
1032300,Canadair,Challenger 600,Challenger 600
1032301,Cessna,Cessna Citation,Cessna 560
1032302,British Aerospace,BAE-125,BAE-125
1032474,de Havilland,DHC-1,DHC-1
1033079,Boeing,Boeing 737,737-500
1033308,Boeing,Boeing 747,747-100
1033340,Airbus,A340,A340-500
1033590,Lockheed Corporation,C-130,C-130
1033762,Ilyushin,Il-76,Il-76
1033949,Cessna,Cessna Citation,Cessna 560
1034320,Canadair,CRJ-700,CRJ-700
1034793,Gulfstream Aerospace,Gulfstream,Gulfstream V
1034887,Piper,PA-28,PA-28
1034888,Cessna,Cessna Citation,Cessna 560
1035114,Antonov,An-12,An-12
1035348,Supermarine,Spitfire,Spitfire
1036701,Douglas Aircraft Company,DC-6,DC-6
1036800,ATR,ATR-42,ATR-42
1036801,Douglas Aircraft Company,C-47,C-47
1036806,Douglas Aircraft Company,DC-6,DC-6
1036818,Boeing,Boeing 737,737-800
1036820,Cessna,Cessna 208,Cessna 208
1036821,Cessna,Cessna 208,Cessna 208
1036822,Beechcraft,Beechcraft 1900,Beechcraft 1900
1036827,Douglas Aircraft Company,DC-3,DC-3
1036828,Douglas Aircraft Company,DC-3,DC-3
1036858,Boeing,Boeing 737,737-200
1036859,ATR,ATR-42,ATR-42
1036862,Beechcraft,Beechcraft 1900,Beechcraft 1900
1036863,Airbus,A320,A320
1036865,de Havilland,Dash 8,DHC-8-100
1036870,Fokker,Fokker 50,Fokker 50
1036873,Fokker,Fokker 50,Fokker 50
1036880,McDonnell Douglas,MD-80,MD-80
1036881,Boeing,Boeing 727,727-200
1037167,Canadair,Challenger 600,Challenger 600
1037168,Beechcraft,King Air,Model B200
1037436,ATR,ATR-72,ATR-72
1037465,Canadair,CRJ-200,CRJ-200
1037466,Bombardier Aerospace,Global Express,Global Express
1037501,Boeing,Boeing 747,747-200
1037507,Saab,Saab 2000,Saab 2000
1037509,de Havilland,Dash 8,DHC-8-100
1037614,McDonnell Douglas,DC-9,DC-9-30
1037834,Cessna,Cessna Citation,Cessna 560
1037982,Airbus,A330,A330-300
1038118,Boeing,Boeing 747,747-200
1040656,Cessna,Cessna Citation,Cessna 560
1041645,Boeing,Boeing 747,747-100
1041754,Douglas Aircraft Company,C-47,C-47
1041757,de Havilland,DH-82,DH-82
1041825,British Aerospace,BAE-125,BAE-125
1042021,Boeing,Boeing 707,707-320
1042331,Cessna,Cessna Citation,Cessna 560
1042661,Lockheed Corporation,L-1011,L-1011
1042824,Boeing,Boeing 707,707-320
1042843,de Havilland,DHC-1,DHC-1
1043369,Beechcraft,Beechcraft 1900,Beechcraft 1900
1043374,McDonnell Douglas,DC-9,DC-9-30
1043473,Boeing,Boeing 737,737-300
1043724,de Havilland,Dash 8,DHC-8-300
1043726,de Havilland,Dash 8,DHC-8-100
1043727,de Havilland,Dash 8,DHC-8-300
1043764,de Havilland,DHC-6,DHC-6
1043776,de Havilland,Dash 8,DHC-8-300
1043777,Embraer,Embraer Legacy 600,Embraer Legacy 600
1043778,de Havilland,Dash 8,DHC-8-100
1043782,de Havilland,DHC-6,DHC-6
1043786,Cessna,Cessna 208,Cessna 208
1043793,de Havilland,Dash 8,DHC-8-300
1043794,de Havilland,Dash 8,DHC-8-100
1043795,Boeing,Boeing 737,737-800
1043797,de Havilland,Dash 8,DHC-8-100
1043800,Cessna,Cessna 208,Cessna 208
1044149,Tupolev,Tu-154,Tu-154
1044385,Fokker,Fokker 70,Fokker 70
1044764,Douglas Aircraft Company,C-47,C-47
1045405,Panavia,Tornado,Tornado
1046407,Dornier,Dornier 328,Dornier 328
1046468,Cessna,Cessna Citation,Cessna 525
1046881,Airbus,A340,A340-500
1046884,Dassault Aviation,Falcon 2000,Falcon 2000
1046908,Dassault Aviation,Falcon 2000,Falcon 2000
1047313,British Aerospace,BAE-125,BAE-125
1047407,Gulfstream Aerospace,Gulfstream,Gulfstream V
1047726,Boeing,Boeing 747,747-100
1047756,Boeing,Boeing 727,727-200
1047759,Cessna,Cessna Citation,Cessna 525
1047792,Saab,Saab 2000,Saab 2000
1048162,Dornier,Dornier 328,Dornier 328
1048528,Lockheed Corporation,C-130,C-130
1048552,Bombardier Aerospace,Global Express,Global Express
1048572,McDonnell Douglas,MD-11,MD-11
1048957,British Aerospace,BAE-125,BAE-125
1049867,Douglas Aircraft Company,DC-8,DC-8
1050563,Saab,Saab 2000,Saab 2000
1050578,Ilyushin,Il-76,Il-76
1050592,Cessna,Cessna 208,Cessna 208
1050604,Douglas Aircraft Company,DC-8,DC-8
1050675,Cessna,Cessna Citation,Cessna 525
1050681,McDonnell Douglas,DC-10,DC-10
1050684,Boeing,Boeing 747,747-100
1050956,Airbus,A340,A340-600
1051041,Yakovlev,Yak-42,Yak-42
1051042,Boeing,Boeing 737,737-500
1051497,Bombardier Aerospace,Global Express,Global Express
1052314,Boeing,Boeing 737,737-900
1052486,Beechcraft,Beechcraft 1900,Beechcraft 1900
1052538,Dornier,Dornier 328,Dornier 328
1052982,Embraer,Embraer E-Jet,E-170
1052986,Antonov,An-12,An-12
1053135,de Havilland,DHC-6,DHC-6
1053311,McDonnell Douglas,MD-11,MD-11
1053316,Boeing,Boeing 767,767-300
1053425,Gulfstream Aerospace,Gulfstream,Gulfstream V
1053428,Airbus,A330,A330-200
1053446,Boeing,Boeing 737,737-500
1053447,Airbus,A340,A340-200
1053453,Cessna,Cessna 208,Cessna 208
1053460,Saab,Saab 340,Saab 340
1053463,de Havilland,DHC-6,DHC-6
1053484,de Havilland,DHC-6,DHC-6
1053500,Embraer,Embraer ERJ 145,ERJ 135
1053502,de Havilland,DHC-6,DHC-6
1053510,Embraer,Embraer Legacy 600,Embraer Legacy 600
1053532,Canadair,Challenger 600,Challenger 600
1053554,de Havilland,Dash 8,DHC-8-300
1053558,Canadair,CRJ-700,CRJ-900
1053560,de Havilland,DHC-6,DHC-6
1053710,Fokker,Fokker 70,Fokker 70
1053968,Boeing,Boeing 717,Boeing 717
1053984,Airbus,A340,A340-600
1054022,Airbus,A340,A340-200
1054078,Embraer,Embraer ERJ 145,ERJ 145
1054081,Gulfstream Aerospace,Gulfstream,Gulfstream IV
1054095,Boeing,Boeing 737,737-700
1054221,Saab,Saab 340,Saab 340
1054267,Saab,Saab 340,Saab 340
1054467,ATR,ATR-42,ATR-42
1054551,Beechcraft,King Air,Model B200
1054576,Saab,Saab 2000,Saab 2000
1054591,British Aerospace,Hawk T1,Hawk T1
1054811,de Havilland,Dash 8,DHC-8-100
1055149,Airbus,A320,A318
1055150,Airbus,A340,A340-600
1055151,Airbus,A380,A380
1055154,Canadair,CRJ-700,CRJ-900
1055199,Airbus,A320,A318
1055698,Lockheed Corporation,C-130,C-130
1056320,Airbus,A320,A318
1056902,Yakovlev,Yak-42,Yak-42
1058012,Beechcraft,King Air,Model B200
1058210,Beechcraft,King Air,Model B200
1058406,de Havilland,DH-82,DH-82
1058491,Airbus,A320,A318
1058493,Canadair,CRJ-700,CRJ-900
1058494,Canadair,CRJ-700,CRJ-900
1058713,de Havilland,DH-82,DH-82
1059090,Boeing,Boeing 737,737-400
1059170,Embraer,Embraer E-Jet,E-170
1059282,Douglas Aircraft Company,C-47,C-47
1059772,Fairchild,Metroliner,Metroliner
1059775,de Havilland,Dash 8,DHC-8-300
1059777,McDonnell Douglas,MD-80,MD-80
1059813,Boeing,Boeing 747,747-200
1059846,Boeing,Boeing 727,727-200
1060226,Canadair,CRJ-200,CRJ-200
1060231,Fairchild,Metroliner,Metroliner
1060375,Douglas Aircraft Company,DC-3,DC-3
1060487,Airbus,A320,A318
1060500,Boeing,Boeing 737,737-700
1060506,Cessna,Cessna Citation,Cessna 560
1060652,Dornier,Dornier 328,Dornier 328
1060704,Panavia,Tornado,Tornado
1060984,Cessna,Cessna Citation,Cessna 525
1061155,de Havilland,DHC-6,DHC-6
1061208,Tupolev,Tu-134,Tu-134
1061874,Boeing,Boeing 717,Boeing 717
1062012,Dassault Aviation,Falcon 900,Falcon 900
1062013,Canadair,Challenger 600,Challenger 600
1062014,Dassault Aviation,Falcon 900,Falcon 900
1062304,Boeing,Boeing 737,737-300
1062306,Cessna,Cessna Citation,Cessna 560
1062392,Canadair,Challenger 600,Challenger 600
1062482,Airbus,A340,A340-500
1062485,Dassault Aviation,Falcon 900,Falcon 900
1062510,Embraer,Embraer ERJ 145,ERJ 145
1062969,Boeing,Boeing 747,747-100
1062970,Cessna,Cessna Citation,Cessna 560
1062971,Boeing,Boeing 747,747-100
1063148,Gulfstream Aerospace,Gulfstream,Gulfstream V
1063410,McDonnell Douglas,MD-80,MD-87
1063417,Boeing,Boeing 767,767-200
1063985,Ilyushin,Il-76,Il-76
1063986,Boeing,Boeing 727,727-200
1064717,Gulfstream Aerospace,Gulfstream,Gulfstream IV
1065444,Airbus,A320,A321
1065592,Ilyushin,Il-76,Il-76
1066006,ATR,ATR-42,ATR-42
1066523,Cessna,Cessna Citation,Cessna 525
1066524,Gulfstream Aerospace,Gulfstream,Gulfstream IV
1066875,Ilyushin,Il-76,Il-76
1066879,Piper,PA-28,PA-28
1067522,Embraer,Embraer Legacy 600,Embraer Legacy 600
1067929,Boeing,Boeing 737,737-800
1068361,Embraer,Embraer Legacy 600,Embraer Legacy 600
1068481,Dornier,Dornier 328,Dornier 328
1068565,Boeing,Boeing 707,707-320
1068733,Boeing,Boeing 747,747-100
1069041,British Aerospace,BAE-125,BAE-125
1069042,Canadair,Challenger 600,Challenger 600
1069925,Airbus,A320,A318
1069978,Beechcraft,King Air,Model B200
1070335,British Aerospace,BAE-125,BAE-125
1070337,McDonnell Douglas,DC-9,DC-9-30
1070876,British Aerospace,Hawk T1,Hawk T1
1071955,Canadair,Challenger 600,Challenger 600
1072281,Lockheed Martin,F-16,F-16A/B
1072329,Supermarine,Spitfire,Spitfire
1072668,Cessna,Cessna 172,Cessna 172
1073024,Boeing,Boeing 757,757-200
1073029,McDonnell Douglas,MD-90,MD-90
1073030,Airbus,A340,A340-300
1073032,Airbus,A320,A319
1073033,Airbus,A340,A340-600
1073073,Embraer,Embraer ERJ 145,ERJ 145
1073334,Boeing,Boeing 717,Boeing 717
1075855,Antonov,An-12,An-12
1075856,Airbus,A340,A340-300
1076273,Eurofighter,Eurofighter Typhoon,Eurofighter Typhoon
1076891,British Aerospace,BAE 146,BAE 146-200
1077156,Embraer,Embraer E-Jet,E-170
1077480,Canadair,CRJ-700,CRJ-900
1077924,Gulfstream Aerospace,Gulfstream,Gulfstream V
1078482,Boeing,Boeing 737,737-600
1079167,Lockheed Corporation,L-1011,L-1011
1079168,Airbus,A320,A321
1079421,Canadair,Challenger 600,Challenger 600
1080160,Boeing,Boeing 737,737-400
